                                   Instance                                    |                                   Scp2804s@1                                   |                                     aecp@1                                     |                                     aoa@0                                      |                                    baron@0                                     |                                    dicopt@1                                    |                                     sbb@1                                      |
portfol_buyin                 17     8     19 min  2.942380e-02  2.942380e-02  |normal      2.942380e-02    0.00  2.942380e-02    0.00   0.00    0.07        6  |normal      2.942380e-02    0.00  2.942380e-02    0.00   0.00    0.14       --  |normal      2.942380e-02    0.00  2.942380e-02    0.00   0.00    0.03       --  |normal      2.939441e-02    0.10  2.942380e-02    0.00   0.10    0.10        3  |normal      2.942380e-02    0.00  2.942380e-02    0.00   0.00    0.08       --  |normal      2.942102e-02    0.01  2.942380e-02    0.00   0.01    0.17       14  |
portfol_card                  17     8     20 min  3.221766e-02  3.221766e-02  |normal      3.221766e-02    0.00  3.221766e-02    0.00   0.00    0.05        3  |normal      3.221766e-02    0.00  3.221766e-02    0.00   0.00    0.17       --  |normal      3.221766e-02    0.00  3.221766e-02    0.00   0.00    0.02       --  |normal      3.218548e-02    0.10  3.221766e-02    0.00   0.10    0.12        5  |normal      3.221766e-02    0.00  3.221766e-02    0.00   0.00    0.06       --  |normal      3.221766e-02    0.00  3.221766e-02    0.00   0.00    0.17       16  |
portfol_classical050_1       150    50    103 min -9.476067e-02 -9.476012e-02  |normal     -9.476012e-02      -- -9.476012e-02      --   0.00    0.79        0  |timelim    -9.913706e-02      -- -9.464673e-02      --   4.74  902.02       --  |timelim    -9.599809e-02      -- -9.476012e-02      --   1.31  921.05       --  |normal     -9.485497e-02      -- -9.476012e-02      --   0.10   30.68      670  |timelim    -9.767183e-02      -- -9.464673e-02      --   3.20  900.02       --  |normal     -9.485474e-02      -- -9.476012e-02      --   0.10   14.78     5852  |
portfol_classical200_2       600   200    403 min -1.189943e-01 -1.100882e-01  |timelim    -1.235240e-01      -- -1.100882e-01      --  12.20  902.46        0  |timelim    -1.657807e-01      -- -6.057837e-02      -- 173.66  902.03       --  |timelim    -1.246292e-01      -- -1.058086e-01      --  17.79  921.19       --  |timelim    -1.236092e-01      -- -1.086271e-01      --  13.79  900.00      910  |timelim    -1.246292e-01      -- -1.079728e-01      --  15.43  900.08       --  |timelim    -1.210618e-01      -- -1.091760e-01      --  10.89  932.31    54013  |
portfol_roundlot              17     8     11 min  2.829022e-02  2.829063e-02  |timelim     2.284482e-02      --  2.846217e-02      --  24.59  901.23 19040432  |timelim     2.880707e-02      --  2.832421e-02      --  -1.70  902.12       --  |timelim     2.871669e-02      --  4.169354e-02      --  45.19  921.93       --  |normal      2.829021e-02      --  2.829320e-02      --   0.01    6.08       56  |normal      2.829126e-02      --  2.829126e-02      --   0.00   26.84       --  |normal      2.829021e-02      --  2.829021e-02      --   0.00    3.58     3469  |
procurement2mot              796    60    761 max  2.120707e+02  2.120707e+02  |normal      2.120708e+02    0.00  2.120708e+02   -0.00   0.00    0.38      445  |normal      2.120708e+02    0.00  2.120707e+02    0.00   0.00    5.87       --  |normal      2.120707e+02   -0.00  2.120707e+02    0.00   0.00    0.22       --  |normal      2.122830e+02    0.10  2.120707e+02    0.00   0.10    1.95       35  |normal      2.120707e+02   -0.00  2.120707e+02    0.00   0.00    0.70       --  |normal      2.122819e+02    0.10  2.120707e+02    0.00   0.10   88.67    17480  |
ravempb                      112    54    186 min  2.695902e+05  2.695902e+05  |normal      2.695902e+05   -0.00  2.695902e+05    0.00   0.00    0.43      136  |normal      2.695902e+05   -0.00  2.695902e+05    0.00   0.00    0.99       --  |normal      2.695902e+05    0.00  2.695902e+05    0.00   0.00    0.07       --  |normal      2.693209e+05    0.10  2.695902e+05   -0.00   0.10    0.37        3  |normal      2.695902e+05   -0.00  2.695902e+05    0.00   0.00    0.29       --  |normal      2.695428e+05    0.02  2.695902e+05    0.00   0.02    0.29       64  |
risk2bpb                     463    14    580 min -5.587614e+01 -5.587614e+01  |normal     -5.587614e+01   -0.00 -5.587614e+01    0.00   0.00    0.09        0  |normal     -5.587614e+01   -0.00 -5.587614e+01    0.00   0.00    0.26       --  |normal     -5.587614e+01   -0.00 -5.587614e+01    0.00   0.00    0.07       --  |normal     -5.593207e+01    0.10 -5.587614e+01    0.00   0.10    0.11        1  |normal     -5.587614e+01   -0.00 -5.587614e+01    0.00   0.00    0.14       --  |normal     -5.591316e+01    0.07 -5.587614e+01    0.00   0.07    0.27       26  |
rsyn0805h                    308    37    429 max  1.296121e+03  1.296121e+03  |normal      1.296121e+03    0.00  1.296121e+03   -0.00   0.00    0.08        1  |normal      1.296121e+03    0.00  1.296121e+03   -0.00   0.00    0.41       --  |normal      1.296121e+03    0.00  1.296121e+03    0.00   0.00    0.02       --  |normal      1.297418e+03    0.10  1.296121e+03    0.00   0.10    0.42        7  |normal      1.296121e+03   -0.00  1.296121e+03    0.00   0.00    0.10       --  |normal      1.297390e+03    0.10  1.296121e+03   -0.00   0.10    1.18      336  |
rsyn0805hfsg                 308    37    429 max  1.296121e+03  1.296121e+03  |normal      1.296121e+03    0.00  1.296121e+03   -0.00   0.00    0.08        1  |normal      1.296121e+03    0.00  1.296121e+03    0.00   0.00    0.41       --  |normal      1.296121e+03    0.00  1.296121e+03    0.00   0.00    0.04       --  |normal      1.297418e+03    0.10  1.296121e+03    0.00   0.10    0.20        1  |normal      1.296121e+03   -0.00  1.296121e+03    0.00   0.00    0.09       --  |normal      1.297355e+03    0.10  1.296121e+03    0.00   0.10    0.97      319  |
rsyn0805m                    170    69    286 max  1.296121e+03  1.296121e+03  |normal      1.296121e+03    0.00  1.296121e+03   -0.00   0.00    0.11      206  |normal      1.296121e+03    0.00  1.296121e+03    0.00   0.00    0.63       --  |normal      1.296121e+03    0.00  1.296121e+03    0.00   0.00    0.09       --  |normal      1.297418e+03    0.10  1.296121e+03    0.00   0.10    0.11        1  |normal      1.296121e+03   -0.00  1.296121e+03    0.00   0.00    0.25       --  |normal      1.297415e+03    0.10  1.296121e+03    0.00   0.10   51.97    31987  |
rsyn0805m02h                 700   148   1045 max  2.238397e+03  2.238397e+03  |normal      2.238398e+03    0.00  2.238398e+03   -0.00   0.00    0.20        0  |normal      2.238398e+03    0.00  2.238397e+03    0.00   0.00    2.40       --  |normal      2.238397e+03    0.00  2.238397e+03    0.00   0.00    0.40       --  |normal      2.240638e+03    0.10  2.238397e+03    0.00   0.10    2.03        7  |normal      2.238057e+03   -0.02  2.238057e+03    0.02   0.00    1.78       --  |normal      2.240063e+03    0.07  2.238397e+03   -0.00   0.07    2.69      156  |
rsyn0805m02hfsg              700   148   1045 max  2.238395e+03  2.238395e+03  |normal      2.238055e+03   -0.02  2.238055e+03    0.02   0.00    0.28       35  |normal      2.238396e+03    0.00  2.238395e+03    0.00   0.00    2.18       --  |normal      2.238395e+03    0.00  2.238395e+03    0.00   0.00    0.27       --  |normal      2.240637e+03    0.10  2.238396e+03   -0.00   0.10    0.73        1  |normal      2.238055e+03   -0.02  2.238055e+03    0.02   0.00    1.24       --  |normal      2.239895e+03    0.07  2.238395e+03    0.00   0.07    1.37      160  |
rsyn0805m02m                 360   148    769 max  2.238395e+03  2.238395e+03  |normal      2.238396e+03    0.00  2.238396e+03   -0.00   0.00    0.39     2097  |normal      2.238396e+03    0.00  2.238395e+03    0.00   0.00    5.59       --  |normal      2.238395e+03    0.00  2.238395e+03    0.00   0.00    0.37       --  |normal      2.240636e+03    0.10  2.238395e+03    0.00   0.10    4.23       53  |normal      2.238055e+03   -0.02  2.238055e+03    0.02   0.00    1.92       --  |--                    --     inf            --     inf     --      --       -- !|
rsyn0805m03h                1050   222   1698 max  3.068933e+03  3.068933e+03  |normal      3.068835e+03   -0.00  3.068835e+03    0.00   0.00    0.29        0  |normal      3.068934e+03    0.00  3.068933e+03    0.00   0.00    3.03       --  |normal      3.068933e+03    0.00  3.068933e+03    0.00   0.00    0.89       --  |normal      3.072005e+03    0.10  3.068933e+03    0.00   0.10    3.21        5  |normal      3.068933e+03   -0.00  3.068933e+03    0.00   0.00    1.59       --  |normal      3.069934e+03    0.03  3.068934e+03   -0.00   0.03    7.19      291  |
rsyn0805m03hfsg             1050   222   1698 max  3.069083e+03  3.068931e+03  |normal      3.068931e+03      --  3.068931e+03      --   0.00    0.34       14  |normal      3.068932e+03      --  3.068931e+03      --   0.00    2.65       --  |normal      3.068832e+03      --  3.068832e+03      --   0.00    0.38       --  |normal      3.072003e+03      --  3.068931e+03      --   0.10    2.78        5  |normal      3.068931e+03      --  3.068931e+03      --   0.00    1.01       --  |normal      3.069832e+03      --  3.068832e+03      --   0.03    4.44      371  |
rsyn0805m03m                 540   222   1284 max  3.068931e+03  3.068931e+03  |normal      3.068932e+03    0.00  3.068932e+03   -0.00   0.00    0.69     2177  |normal      3.068932e+03    0.00  3.068931e+03   -0.00   0.00   12.24       --  |normal      3.068931e+03    0.00  3.068931e+03    0.00   0.00    0.57       --  |normal      3.072003e+03    0.10  3.068931e+03   -0.00   0.10    2.79       13  |normal      3.068931e+03    0.00  3.068931e+03   -0.00   0.00    2.77       --  |--                    --     inf            --     inf     --      --       -- !|
rsyn0805m04h                1400   296   2438 max  7.174222e+03  7.174222e+03  |normal      7.174222e+03    0.00  7.174222e+03   -0.00   0.00    0.38        0  |normal      7.174224e+03    0.00  7.174222e+03   -0.00   0.00    3.65       --  |normal      7.174222e+03    0.00  7.174222e+03    0.00   0.00    1.19       --  |normal      7.181404e+03    0.10  7.174222e+03   -0.00   0.10    4.72        7  |normal      7.174222e+03    0.00  7.174222e+03   -0.00   0.00    2.15       --  |normal      7.177343e+03    0.04  7.171343e+03    0.04   0.08    5.01      113  |
rsyn0805m04hfsg             1400   296   2438 max  7.174512e+03  7.174219e+03  |normal      7.174219e+03      --  7.174219e+03      --   0.00    0.39        0  |normal      7.174220e+03      --  7.174219e+03      --   0.00    3.37       --  |normal      7.174219e+03      --  7.174219e+03      --   0.00    0.61       --  |normal      7.181400e+03      --  7.174219e+03      --   0.10    1.77        1  |normal      7.174219e+03      --  7.174219e+03      --   0.00    1.33       --  |normal      7.177333e+03      --  7.171339e+03      --   0.08    2.13      109  |
rsyn0805m04m                 720   296   1886 max  7.174219e+03  7.174219e+03  |normal      7.174219e+03    0.00  7.174219e+03   -0.00   0.00    0.63      638  |normal      7.174220e+03    0.00  7.174219e+03   -0.00   0.00    8.53       --  |normal      7.174219e+03    0.00  7.174219e+03    0.00   0.00    0.72       --  |normal      7.181400e+03    0.10  7.174219e+03   -0.00   0.10    5.63       37  |normal      7.174219e+03    0.00  7.174219e+03   -0.00   0.00    4.14       --  |timelim     8.413641e+03   17.28  7.131913e+03    0.59  17.97  958.14    74527  |
rsyn0810h                    343    42    483 max  1.721448e+03  1.721448e+03  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.08        1  |normal      1.721448e+03    0.00  1.721448e+03    0.00   0.00    0.33       --  |normal      1.721448e+03    0.00  1.721448e+03    0.00   0.00    0.04       --  |normal      1.723171e+03    0.10  1.721448e+03    0.00   0.10    0.13        1  |normal      1.721448e+03   -0.00  1.721448e+03    0.00   0.00    0.10       --  |normal      1.723164e+03    0.10  1.721448e+03    0.00   0.10    1.10      327  |
rsyn0810hfsg                 343    42    483 max  1.721448e+03  1.721448e+03  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.10        4  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.31       --  |normal      1.721448e+03    0.00  1.721448e+03    0.00   0.00    0.03       --  |normal      1.723171e+03    0.10  1.721448e+03    0.00   0.10    0.10        1  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.07       --  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.76      247  |
rsyn0810m                    185    74    312 max  1.721448e+03  1.721448e+03  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.08       47  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.44       --  |normal      1.721448e+03    0.00  1.721448e+03    0.00   0.00    0.08       --  |normal      1.723171e+03    0.10  1.721448e+03   -0.00   0.10    0.12        1  |normal      1.721448e+03    0.00  1.721448e+03   -0.00   0.00    0.23       --  |normal      1.723169e+03    0.10  1.721448e+03   -0.00   0.10  300.06   165687  |
rsyn0810m02h                 790   168   1188 max  1.741388e+03  1.741388e+03  |normal      1.741387e+03   -0.00  1.741387e+03    0.00   0.00    0.34       66  |normal      1.741389e+03    0.00  1.741388e+03    0.00   0.00    4.32       --  |normal      1.741388e+03    0.00  1.741388e+03    0.00   0.00    0.54       --  |normal      1.743131e+03    0.10  1.741388e+03    0.00   0.10   10.67       87  |normal      1.741388e+03   -0.00  1.741388e+03    0.00   0.00    2.45       --  |normal      1.743071e+03    0.10  1.741388e+03   -0.00   0.10    8.54      457  |
rsyn0810m02hfsg              790   168   1188 max  1.741487e+03  1.741387e+03  |normal      1.741387e+03      --  1.741387e+03      --   0.00    0.36       65  |normal      1.741388e+03      --  1.741387e+03      --   0.00    4.48       --  |normal      1.741387e+03      --  1.741387e+03      --   0.00    0.37       --  |normal      1.743130e+03      --  1.741387e+03      --   0.10    1.62        5  |normal      1.741387e+03      --  1.741387e+03      --   0.00    1.14       --  |normal      1.743069e+03      --  1.741387e+03      --   0.10    3.26      372  |
rsyn0810m02m                 410   168    866 max  1.741387e+03  1.741387e+03  |normal      1.741388e+03    0.00  1.741388e+03   -0.00   0.00    0.44     2131  |normal      1.741388e+03    0.00  1.741387e+03   -0.00   0.00    9.54       --  |normal      1.741387e+03    0.00  1.741387e+03    0.00   0.00    0.48       --  |normal      1.743130e+03    0.10  1.741387e+03   -0.00   0.10    5.19       47  |normal      1.740387e+03   -0.06  1.740387e+03    0.06   0.00    3.15       --  |--                    --     inf            --     inf     --      --       -- !|
rsyn0810m03h                1185   252   1935 max  2.722449e+03  2.722449e+03  |normal      2.722451e+03    0.00  2.722451e+03   -0.00   0.00    0.50        0  |normal      2.722451e+03    0.00  2.722449e+03   -0.00   0.00    8.86       --  |normal      2.722449e+03    0.00  2.722449e+03    0.00   0.00    1.37       --  |normal      2.725175e+03    0.10  2.722449e+03   -0.00   0.10   34.89      155  |normal      2.722449e+03    0.00  2.722449e+03   -0.00   0.00    2.28       --  |normal      2.724177e+03    0.06  2.722450e+03   -0.00   0.06   27.18      715  |
rsyn0810m03hfsg             1185   252   1935 max  2.722707e+03  2.722448e+03  |normal      2.722449e+03      --  2.722449e+03      --   0.00    0.50       22  |normal      2.722449e+03      --  2.722448e+03      --   0.00    8.78       --  |normal      2.722448e+03      --  2.722448e+03      --   0.00    0.92       --  |normal      2.725173e+03      --  2.722448e+03      --   0.10    5.39        9  |normal      2.722448e+03      --  2.722448e+03      --   0.00    1.50       --  |normal      2.725159e+03      --  2.722448e+03      --   0.10   17.74     1059  |
